series,method,home,count,refr,rep,has_pressure,f1,timing_err_min,recall,delay_oracle,delay_obs,cost_min
pir_pressure,modality_group,pir_pressure_9,1,5,60,False,0.06013137948458817,,0.0,5.169999999999998,120.0,114.83
pir_pressure,modality_group,pir_pressure_10,1,5,60,True,0.20610687022900762,0.08333333333333333,0.9791666666666666,5.3133333333333335,5.3966666666666665,0.08333333333333333
pir_pressure,modality_group,pir_pressure_11,1,5,60,True,0.45609569865105615,0.15,0.9375,9.136666666666667,9.286666666666667,0.15
pir_pressure,modality_group,pir_pressure_12,1,30,30,False,0.1928237129485179,1.325,0.041666666666666664,12.399999999999999,120.0,107.6
pir_pressure,modality_group,pir_pressure_13,1,30,30,True,0.23548740416210295,0.08333333333333333,1.0,7.293333333333333,7.376666666666666,0.08333333333333333
pir_pressure,modality_group,pir_pressure_14,1,30,30,False,0.2810368349249659,0.23333333333333334,0.020833333333333332,12.989999999999995,120.0,107.01
pir_pressure,modality_group,pir_pressure_15,1,30,30,False,0.397223705285638,1.4833333333333334,0.020833333333333332,6.253333333333332,120.0,113.74666666666667
pir_pressure,modality_group,pir_pressure_16,2,5,0,True,0.2646023926812104,0.08333333333333333,0.8541666666666666,5.803333333333333,5.919999999999999,0.11666666666666667
pir_pressure,modality_group,pir_pressure_17,2,5,0,True,0.18965071151358343,0.1,0.875,6.119999999999999,6.219999999999999,0.1
pir_pressure,modality_group,pir_pressure_18,2,5,0,False,0.18635926993275698,1.25,0.0625,8.256666666666664,120.0,111.74333333333334
pir_pressure,modality_group,pir_pressure_19,2,5,0,True,0.47784200385356457,1.7333333333333334,0.5208333333333334,6.966666666666662,8.791666666666663,1.825
pir_pressure,modality_group,pir_pressure_20,2,5,60,True,0.4672539256989659,0.6083333333333333,0.5833333333333334,7.046666666666665,8.071666666666665,1.025
pir_pressure,modality_group,pir_pressure_21,2,5,60,False,0.07076755579749591,1.3833333333333333,0.4375,7.593333333333333,120.0,112.40666666666667
pir_pressure,modality_group,pir_pressure_22,2,5,60,True,0.4881693648816936,,0.0,11.416666666666666,120.0,108.58333333333333
pir_pressure,modality_group,pir_pressure_23,2,5,60,True,0.3824251350024546,0.08333333333333333,1.0,6.683333333333333,6.766666666666666,0.08333333333333333
lidar_upper,local,lidar_upper_0,1,5,0,True,1.0,0.1,0.9791666666666666,6.853333333333333,6.953333333333332,0.1
lidar_upper,local,lidar_upper_1,1,5,0,True,1.0,0.06666666666666667,0.9791666666666666,5.566666666666666,5.633333333333333,0.06666666666666667
lidar_upper,local,lidar_upper_2,1,5,0,True,1.0,0.1,0.9791666666666666,6.446666666666665,6.546666666666665,0.1
lidar_upper,local,lidar_upper_3,1,5,0,True,1.0,0.08333333333333333,1.0,7.459999999999998,7.543333333333331,0.08333333333333333
lidar_upper,local,lidar_upper_4,1,5,30,True,1.0,0.08333333333333333,0.9375,7.79,7.873333333333333,0.08333333333333333
